# uuid CTM_BFGS100LS_D4-chi96-j20.4-run0_ctm8_iD4j20cD3rnd54313n0
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.4 4 32.0 -0.5221972385731809 0.1957839483491251 1.0 0.6047402390909767 0.6037997454243957 0.5907604967898793 0.5209218499386737 0.43091928987234973
0.4 4 40.0 -0.5224070526744351 0.19539155538687195 1.0 0.624435332495775 0.6152620591906158 0.6129744400687784 0.5284317118267468 0.4655482449301552
0.4 4 48.0 -0.5224752320009397 0.19512480150306424 1.0 0.6285676324967028 0.6258148511498398 0.6168250332408051 0.5460759129669454 0.4879018072944628
0.4 4 64.0 -0.5225753202144241 0.19491414539961038 0.9999999999999999 0.6418952562253324 0.6324152973608338 0.623629449608674 0.5528034664977548 0.5039219923722988
0.4 4 96.0 -0.5226314752875805 0.19480629422635068 1.0 0.6538833686751457 0.6394908792375906 0.6384527788537016 0.5596846597755458 0.5383867492917338
0.4 4 128.0 -0.5226468718426346 0.19478237931908735 1.0 0.6607509552518754 0.6498092167806353 0.6466458883958884 0.5652669089821829 0.5591990605884601
0.4 4 160.0 -0.5226536815303062 0.19477504367497117 1.0 0.6638099480004442 0.6547744799629128 0.6506955726264665 0.5700646950655526 0.5690707154549283
0.4 4 192.0 -0.5226561681421886 0.19477227885970627 1.0 0.6665327573422534 0.6572121932581309 0.6525075857049971 0.5773657663138061 0.5773112143109254
0.4 4 228.0 -0.5226574229400246 0.19477084441354106 1.0 0.6710259778142049 0.6589708307352048 0.6562541108458474 0.5935599862330522 0.5826841023867512
0.4 4 264.0 -0.5226581647977133 0.1947702341769903 1.0 0.6723774817185671 0.660204022863982 0.6576769174722344 0.5979611387157494 0.5866293444425182
0.4 4 300.0 -0.5226586592084115 0.19476989549521595 1.0 0.674070313021336 0.6613158187636898 0.6593716537804144 0.6037447992208695 0.59217845196088
0.4 4 400.0 -0.5226591388067282 0.19476954729288948 1.0 0.6770965149966496 0.6654996834595202 0.6623481956762826 0.6142424535003239 0.6051899215012918
0.4 4 500.0 -0.5226592903148545 0.194769456842847 1.0 0.6791383426034924 0.6675681468147766 0.664429527064066 0.621678905711708 0.6124209876838905
0.4 4 600.0 -0.5226593511252853 0.1947694259968864 1.0 0.6806858642704691 0.6687451763368918 0.6661421726465656 0.6273632920066435 0.6165558065529682
0.4 4 700.0 -0.5226593753665674 0.1947694136182636 1.0 0.6822494146101395 0.6697940040445889 0.667111746543142 0.633253373300719 0.6202982834156555
0.4 4 800.0 -0.5226593879750638 0.19476940818098873 0.9999999999999999 0.6831737137263258 0.6711097137465292 0.6679068116376231 0.6366491293167356 0.6252458450330658
0.4 4 1000.0 -0.5226593976749063 0.19476940418630345 0.9999999999999999 0.684654313237722 0.6725067270154166 0.6693889378496342 0.642154115001515 0.6304502046551724
0.4 4 1250.0 -0.5226594016927567 0.19476940284194152 1.0 0.6856917478217864 0.6737460846176593 0.6704967472619833 0.6460186385998112 0.6350462173575294
0.4 4 1500.0 -0.5226594030678645 0.19476940244248964 1.0 0.6867577502850277 0.6746764719119105 0.6715882870989227 0.6500836251301324 0.6385250741071583
0.4 4 1750.0 -0.5226594036097113 0.19476940230312348 1.0 0.6876105818384008 0.6756034292739401 0.6723880279208594 0.6533747106351468 0.6420563032645146
