# uuid CTM_BFGS100LS_U1B_D5-chi125-j20.0-run0-iNEELn1
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5 l6 l7 l8 l9
0.0 5 50.0 -0.6693683653833341 0.3210197075671408 1.0 0.7614549337070183 0.7614549337070134 0.6589653345775773 0.6589653345775753 0.5731865825051728 0.5509345991131335 0.5509345991131299 0.5211691527270282 0.5211691527270268
0.0 5 75.0 -0.6693776662683735 0.3209981860137497 1.0 0.7736669023540493 0.773666902354045 0.7039693768827469 0.7039693768827449 0.6039036819948473 0.6039036819948465 0.5924213314455208 0.5729584072818765 0.572958407281875
0.0 5 100.0 -0.6693795509851119 0.3209941923952469 1.0 0.7762086718712179 0.776208671871214 0.7124131955064081 0.712413195506408 0.617769390348264 0.6177693903482602 0.5959619519139783 0.5803405477100265 0.5803405477100255
0.0 5 125.0 -0.6693799564375438 0.3209932965842781 1.0 0.7782762451627595 0.7782762451627582 0.7196479029872805 0.7196479029872792 0.6303297044410082 0.6303297044410064 0.5989516007460648 0.585802162980524 0.5858021629805238
0.0 5 150.0 -0.6693801548095503 0.3209930002728235 1.0 0.7792473056730322 0.7792473056730314 0.7228093438093162 0.7228093438093148 0.6353418949003424 0.6353418949003421 0.6021687292024014 0.5883544722233942 0.5883544722233939
0.0 5 175.0 -0.6693802315582376 0.3209928623759857 1.0 0.7805143533811795 0.7805143533811776 0.7275653159386073 0.7275653159386068 0.6446875780275728 0.6446875780275679 0.6066203267453164 0.5907895053505234 0.5907895053505232
0.0 5 200.0 -0.669380282431174 0.3209927947643816 1.0 0.7821069549606664 0.7821069549606631 0.7337783990455159 0.7337783990455135 0.6577334175539608 0.6577334175539523 0.6082205327026913 0.5956009581317406 0.5956009581317395
0.0 5 225.0 -0.6693803061668037 0.32099276129144627 1.0 0.7835661791156501 0.7835661791051713 0.7396072020506165 0.7396072020161165 0.6705245919961104 0.6705245919414791 0.609831503736611 0.5979501322187117 0.5979501322187104
0.0 5 250.0 -0.6693803198568714 0.32099274424967517 1.0 0.7842008353850016 0.7842008353850005 0.7420498839359634 0.7420498839359606 0.6756351399349735 0.6756351399349734 0.6105332400525404 0.5993515490039406 0.5993515490039384
0.0 5 275.0 -0.6693803281170871 0.3209927340322982 0.9999999999999999 0.785113187903676 0.7851131879036726 0.7455061600635451 0.7455061600635412 0.6826165009464821 0.6826165009464794 0.6116689449247343 0.6024194192284269 0.6024194192284268
0.0 5 300.0 -0.6693803329372374 0.3209927286200137 1.0 0.785697386128703 0.7856973861287008 0.7477377651995488 0.7477377651995419 0.6872109347217672 0.6872109347217636 0.6133895829431513 0.6094593220965311 0.6094593220965258
0.0 5 350.0 -0.669380338035885 0.32099272357032405 1.0 0.7863692238572789 0.7863692238572789 0.7503055666994192 0.7503055666994156 0.6925077052594596 0.6925077052594587 0.617602015525642 0.6176020155256395 0.6144187229530743
0.0 5 400.0 -0.6693803403051597 0.3209927212852171 1.0 0.7868959591517471 0.7868941485797218 0.7522696572833423 0.7522627900557026 0.696395424363633 0.6963814667386784 0.6232356109971378 0.6232146693923688 0.6157536539167145
0.0 5 500.0 -0.6693803419497697 0.3209927198108501 1.0 0.7878490811523874 0.7878490811523856 0.7559571327897663 0.755957132789765 0.7041761267532427 0.7041761267532405 0.6356113483362981 0.6356113483362963 0.6175041568790358
0.0 5 600.0 -0.6693803424616723 0.32099271939073326 1.0 0.7891661988608081 0.7891661988608076 0.7612034670014538 0.7612034670014509 0.7157664746638072 0.7157664746638015 0.655202706331623 0.655202706331621 0.619834699853605
0.0 5 650.0 -0.6693803425786324 0.3209927193031217 1.0 0.7894453099993686 0.789445309999368 0.7622938836266533 0.7622938836266526 0.7181137265007383 0.7181137265007371 0.6590809954693981 0.6590809954693977 0.6203469029495212
