# uuid CTM_BFGS100LS_U1B_D5-chi101-j20.3-run0-c1D5j20chi101n0
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.3 5 50.0 -0.5554022033379834 0.2275829018223606 1.0 0.7404227074616563 0.740422707461651 0.6142110148303204 0.6142110148303186 0.5298152253767912
0.3 5 75.0 -0.5554409720665022 0.22750944411297755 1.0 0.7519298915994949 0.7519298915994933 0.6537699087287275 0.6537699087287275 0.5530517512432138
0.3 5 100.0 -0.5554526138358258 0.22749724922293812 1.0 0.7587062557566626 0.7587062557566614 0.6775917842903185 0.6775917842903172 0.5631701998891046
0.3 5 125.0 -0.5554547314003891 0.22749463887777316 1.0 0.7620701330653041 0.7620701330653009 0.6891925210752143 0.6891925210752105 0.5824309470249412
0.3 5 150.0 -0.5554556603310624 0.22749349053709098 1.0 0.7646125947288612 0.7646125947288607 0.6981228942163142 0.6981228942163121 0.5981430036538994
0.3 5 175.0 -0.5554560764532912 0.22749303050862466 1.0 0.765491933692688 0.7654919336926869 0.7010349833766899 0.7010349833766865 0.6028356985939594
0.3 5 200.0 -0.5554563713720131 0.22749278110267765 1.0 0.7661987968712551 0.7661987968712527 0.7033665465550341 0.7033665465550308 0.6066189506868234
0.3 5 225.0 -0.5554565129168558 0.22749265716378492 1.0 0.7690315361801469 0.7690315361801439 0.7144700604353047 0.7144700604353025 0.6300701311878265
0.3 5 250.0 -0.5554565895098245 0.22749259092425023 1.0 0.7701581386063316 0.7701581386063275 0.7188340797850818 0.7188340797850818 0.6392113306736295
0.3 5 275.0 -0.5554566396326532 0.22749255412811947 1.0 0.7709670542538661 0.7709670542538651 0.7219816472920798 0.7219816472920791 0.6458887787607195
0.3 5 300.0 -0.5554566655219043 0.22749253472347014 1.0 0.771487621183421 0.7714876211834171 0.7239101360165021 0.7239101360165016 0.6496492606594177
0.3 5 350.0 -0.5554566917732154 0.22749251553576433 1.0 0.7730566929855865 0.7730566929855845 0.7298884402575091 0.7298884402575047 0.6617675836316258
0.3 5 400.0 -0.5554567063039464 0.2274925063431664 1.0 0.7737220718545205 0.7737219904865591 0.7323606688833562 0.7323603779484068 0.666620511550103
0.3 5 450.0 -0.5554567134901762 0.227492502176031 1.0 0.7743201389127838 0.7743201389127834 0.7345757468337463 0.7345757468337435 0.6709488404356991
0.3 5 500.0 -0.5554567185296315 0.22749250027884868 1.0 0.7750292399447433 0.7750292399447398 0.7372682094338161 0.7372682094338154 0.6764371845821805
0.3 5 550.0 -0.5554567207177448 0.2274924993079583 0.9999999999999999 0.7757109791665904 0.7757109791665882 0.739941435281183 0.739941435281183 0.6821888346486074
0.3 5 600.0 -0.5554567222487561 0.22749249877375372 1.0 0.7763861520518258 0.7763861520518226 0.7426387643084826 0.7426387643084815 0.6881691540567164
0.3 5 650.0 -0.5554567229859935 0.22749249843398212 1.0 0.7768130035793832 0.7768130035793821 0.7443120475881242 0.744312047588121 0.6917833857742129
0.3 5 700.0 -0.5554567235327821 0.2274924982413822 1.0 0.7771889331719307 0.7771889331719307 0.7457940595382498 0.7457940595382484 0.6950151106401355
