# uuid CTM_BFGS100LS_U1B_D3-chi72-j20.2-run0-iU1BD3j20c72n0
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.2 3 36.0 -0.5885788367907816 0.3202849472445385 0.9999999999999999 0.37122912193788593 0.37122912193788504 0.3251949290498845 0.3251949290498844 0.2675671136757651
0.2 3 37.0 -0.5885788371032211 0.320284947040957 1.0 0.3725183745384277 0.37251837453842646 0.32935442314414753 0.3293544231441475 0.2736672532375073
0.2 3 45.0 -0.5885788376986655 0.32028494694388643 1.0 0.3772784398952688 0.37727843989526705 0.34560038789468067 0.34560038789468034 0.30096324908587074
0.2 3 54.0 -0.5885788377552365 0.3202849469367139 1.0 0.37751393876910955 0.37751393876910866 0.3463513460129395 0.34635134601293827 0.302129127023508
0.2 3 63.0 -0.5885788377911897 0.320284946934759 1.0 0.37908751404879754 0.37908751404879626 0.35206517608763455 0.3520651760876329 0.31295685400371204
0.2 3 72.0 -0.5885788378214069 0.32028494693399767 1.0 0.3791752335862003 0.37917523358619976 0.3523679530090496 0.3523679530090484 0.3134866154300571
0.2 3 73.0 -0.5885788378233566 0.3202849469338689 1.0 0.37920331642818994 0.37920331642818833 0.35245914955621693 0.3524591495562166 0.3136319349502897
0.2 3 108.0 -0.5885788378773547 0.3202849469336779 1.0 0.3819200894365727 0.38192008943657146 0.36249516067770887 0.3624951606777075 0.33321762709000385
0.2 3 144.0 -0.5885788378777648 0.32028494693367293 1.0 0.38227689567959344 0.3822768956795925 0.3638100576434433 0.36381005764344027 0.33578430332648757
0.2 3 180.0 -0.5885788378778014 0.3202849469336728 0.9999999999999999 0.3824780026015122 0.38247800260151216 0.364517120150135 0.3645171201501345 0.3370646452078106
0.2 3 216.0 -0.5885788378778123 0.32028494693367304 0.9999999999999999 0.38327613158243107 0.38327613158243085 0.3675122937846157 0.36751229378461403 0.34307739189649183
0.2 3 252.0 -0.5885788378778134 0.32028494693367293 1.0 0.38364262069825605 0.3836426206982559 0.3689044022517276 0.36890440225172705 0.34594434924842044
0.2 3 270.0 -0.5885788378778132 0.3202849469336728 0.9999999999999999 0.38398427153222325 0.38398427153222037 0.37022039842307536 0.3702203984230726 0.3487194403637638
