# uuid CTM_gesdd-D2-chi48-j20.05-run0-iFBc4v
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.05 2 32.0 -0.6400525300832501 0.38448796445971245 1.0 0.23234791576485245 0.23234734499635526 0.22380368430942282 0.22380182761882692 0.21058361288084929
0.05 2 48.0 -0.6400525300832504 0.38448796445971234 1.0 0.23324549246197224 0.233245445795166 0.22723456853686583 0.22723452332469532 0.21772573693927857
0.05 2 64.0 -0.6400525300832502 0.38448796445971223 1.0 0.2332557913648954 0.23325574469319704 0.22727208291985357 0.22727203768953907 0.21779777216203736
0.05 2 96.0 -0.6400525300832502 0.3844879644597121 1.0 0.2336924598084996 0.2336924130660476 0.22899129961910444 0.2289912540969761 0.2215487021617085
0.05 2 128.0 -0.6400525300832502 0.384487964459712 1.0 0.23378799539736178 0.2337879486463376 0.22939516530123044 0.22939511973426582 0.2225319208400118
0.05 2 160.0 -0.6400525300832502 0.3844879644597121 1.0 0.2337887194080383 0.2337886722465785 0.22939834300030318 0.22939829558471775 0.22254011467127482
0.05 2 192.0 -0.6400525300832499 0.384487964459712 1.0 0.233788720085717 0.2337886733343817 0.22939834602806763 0.22939830045965817 0.22254012270810275
