# uuid CTM_BFGS100LS_D4-chi97-j20.0-run0_ctm8_iD4c96NEELn0001
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.0 4 32.0 -0.6689670979898978 0.3359288863527121 1.0 0.5862371298689572 0.5862328971861789 0.5068124638297018 0.5068027682863367 0.4018902009033449
0.0 4 64.0 -0.6689673127973055 0.33592872656943634 1.0 0.5978024207630638 0.597799226429884 0.547779446146386 0.5477591810544337 0.47437903223734074
0.0 4 96.0 -0.6689673176389584 0.3359287251149306 1.0 0.6006249197512745 0.6002993958206665 0.5579735191755073 0.556729312503483 0.49345435985694475
0.0 4 128.0 -0.6689673178820887 0.335928725034713 1.0 0.6041250506512507 0.6041230609034896 0.5713056074774757 0.5713038063491296 0.5207565167534934
0.0 4 160.0 -0.6689673179279696 0.3359287250278134 1.0 0.6051302585313743 0.6051256221996038 0.574959078420051 0.5749474573662418 0.527721744956454
0.0 4 192.0 -0.6689673179350848 0.3359287250266213 1.0 0.605280050325316 0.6052772896801012 0.5755091408688072 0.5755045494050745 0.5287931331223558
0.0 4 228.0 -0.6689673179377716 0.33592872502636384 1.0 0.6070365161887211 0.6070353104104771 0.5823284526285509 0.5823267171051788 0.5432696327512934
0.0 4 264.0 -0.668967317938585 0.3359287250262924 1.0 0.6073177454462193 0.6073175386938217 0.5833860528064913 0.5833787304774355 0.5453961802728703
0.0 4 300.0 -0.668967317938837 0.3359287250262734 1.0 0.6078856438289214 0.607882553610575 0.5855874098690416 0.5855687125200931 0.5500750230311512
0.0 4 400.0 -0.6689673179389646 0.335928725026267 1.0 0.6083969485836817 0.6083966772250111 0.5875232182756609 0.5875163184292401 0.5540436024867644
0.0 4 500.0 -0.6689673179389778 0.3359287250262659 1.0 0.6094241611884547 0.6094068399684776 0.5915529902082757 0.5914776764019712 0.5627892625154568
0.0 4 600.0 -0.6689673179389795 0.33592872502626614 1.0 0.609952262828498 0.6099482601161916 0.5936186007664425 0.5935967047566163 0.5672529590539048
0.0 4 700.0 -0.6689673179389797 0.3359287250262659 1.0 0.610202675724686 0.6102014211537609 0.5945670892950201 0.5945658489539488 0.5692138081622227
0.0 4 800.0 -0.6689673179389798 0.33592872502626636 1.0 0.6103078551676943 0.6103056979296372 0.5949794312045191 0.5949649016608732 0.5700925213541057
