# uuid CTM_BFGS100LS_D5-chi200-j20.0-run1_ctm14_c15D4PHYSn0002
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.0 5 50.0 -0.6692833495461326 0.31921042693527824 1.0 0.8096292273699339 0.8015694519230062 0.6850602026280207 0.6622528650857866 0.62873052383887
0.0 5 75.0 -0.6693606208941508 0.31891212836338084 1.0 0.818416955594471 0.8116336582220782 0.7059722627350528 0.6915528058078299 0.6464284180523067
0.0 5 100.0 -0.6693847809670248 0.3188397974969338 1.0 0.826697091152631 0.8206580173259245 0.7348669035011844 0.7233033700587711 0.6530964387876504
0.0 5 125.0 -0.6693940453501642 0.3188124972150321 0.9999999999999999 0.8305337160279388 0.8250381983276726 0.747714048635665 0.7389648099081074 0.6614579618692807
0.0 5 150.0 -0.6693980495317269 0.3188011200087259 1.0 0.8332023337147252 0.828122668310121 0.7570086745330742 0.750071479326893 0.6668823273103407
0.0 5 175.0 -0.6694005819665276 0.3187951663175951 1.0 0.8365623124961775 0.8306864450445764 0.7694148857872459 0.7590345248592898 0.6777212193194682
0.0 5 200.0 -0.6694019538712472 0.318792105078501 0.9999999999999999 0.8379469857167081 0.832114868074417 0.7742726210837524 0.7639986677538169 0.6826131167579211
0.0 5 225.0 -0.6694027142973111 0.3187903510325653 1.0 0.83932642233399 0.8337797666395393 0.7790469053761409 0.7702724945244586 0.6895193953834399
0.0 5 250.0 -0.6694032228474924 0.31878923085604016 1.0 0.8402789961945588 0.8347164119161379 0.7824545919701468 0.7736172914172214 0.695212323777827
0.0 5 275.0 -0.669403554371755 0.31878852535437735 1.0 0.8413057072995789 0.8356463898465161 0.7862459430010551 0.7771121703381967 0.7017876418792882
0.0 5 300.0 -0.6694037758828534 0.3187880899018365 1.0 0.8420622935287284 0.8366389348443716 0.7890707898565488 0.7809462066863627 0.7071961916532244
