# uuid CTM_BFGS100LS_U1B_D7-chi197-j20.5-run0-ctm10-iU1guess0AD7j205chi147n0
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5
0.5 7 49.0 -0.49486170059430523 0.09552732108633455 1.0 0.6383078180388873 0.6383078180388859 0.5264926695383088 0.4937334373712394 0.493733437371238
0.5 7 98.0 -0.4959605236054198 0.09154461877270353 1.0 0.6688412378048971 0.6688412378048945 0.5732642991871296 0.5296898553729106 0.5181924650795955
0.5 7 147.0 -0.49614134449226643 0.09090312837491887 1.0 0.684084041197437 0.6840840411974369 0.5848816553771476 0.547168331514305 0.5471683315143037
0.5 7 196.0 -0.4962006237489206 0.09065311379973573 1.0 0.6940944949612669 0.6940944949612642 0.591226139917922 0.5713531494133212 0.5713531494133168
0.5 7 245.0 -0.49623351907313457 0.09054678295498775 1.0 0.6994925933045397 0.6994925933045382 0.5965554022046119 0.5850392028450225 0.5850392028450211
0.5 7 294.0 -0.49625287358702785 0.09049725217568183 1.0 0.7032200191001567 0.7032200191001562 0.6005240419909699 0.5951285994725677 0.5951285994725662
0.5 7 343.0 -0.49626526582002833 0.09047070051216755 1.0 0.7060924592758461 0.7060924592758424 0.6044272429981181 0.6032034494901946 0.6032034494901916
0.5 7 392.0 -0.4962723413268353 0.09045485532570557 1.0 0.7083279512651398 0.7083279512651398 0.6094871713314377 0.6094871713314371 0.6063386753035364
0.5 7 441.0 -0.4962772139594316 0.09044435538512746 1.0 0.7102415491000604 0.7102415491000595 0.6151180962417416 0.6151180962417397 0.6080124327817463
0.5 7 490.0 -0.4962811047121882 0.0904368056283543 1.0 0.7119390669084587 0.7119390669084572 0.6201343935057624 0.6201343935057623 0.6095505630135188
0.5 7 539.0 -0.4962838046924434 0.0904318772869202 1.0 0.7133555392524509 0.7133555392524503 0.6243694891669576 0.6243694891669552 0.6106106666225455
0.5 7 637.0 -0.4962869497501593 0.09042587233773988 1.0 0.7165344222150803 0.7165344222150797 0.6345800906940167 0.6345800906940164 0.612905662870451
