# uuid CTM_gesdd-D2-chi48-j20.5-run0-iFBc4v
# j2 D chi_obs energy m l0 l1 l2 l3 l4 l5 l6 l7 l8 l9
0.5 2 32.0 -0.470392432614689 0.30427239576842324 1.0 0.3311316240065093 0.3311316194367669 0.3166879657485613 0.3166879614213356 0.2943109587042231 0.2943109547747337 0.266360585079971 0.26636058168070714 0.23577776817826618
0.5 2 48.0 -0.47039243261468927 0.304272395768423 1.0 0.3326650361019444 0.33266503151582755 0.3225515886033806 0.32255158420722685 0.30652380629098536 0.306523802198528 0.28575429719366385 0.28575429349977827 0.2617534153025238
0.5 2 64.0 -0.4703924326146889 0.30427239576842313 1.0 0.33271349218790064 0.33271348759551217 0.32272736709035554 0.3227273626748239 0.3068591746698769 0.3068591705491624 0.28622561297842325 0.2862256092571167 0.2622939601677701
0.5 2 96.0 -0.4703924326146889 0.30427239576842285 1.0 0.33361748320732476 0.33361747860515817 0.326239276135043 0.32623927167587025 0.3143741318229911 0.31437412759358074 0.2986401275357088 0.298640123611431 0.2798523839043514
0.5 2 128.0 -0.47039243261468944 0.3042723957684229 1.0 0.33408005424957826 0.33408004964267457 0.32807771113894435 0.32807770665832303 0.31845051187321094 0.31845050758653193 0.30569039644566764 0.30569039239811635 0.2903820122140916
0.5 2 160.0 -0.47039243261468927 0.30427239576842297 1.0 0.33409510346604265 0.3340950551391181 0.3281369294365643 0.3281367478187622 0.31857907151351117 0.3185786639477269 0.30590456850722225 0.3059038478745168 0.29068367685326896
0.5 2 192.0 -0.470392432614689 0.30427239576842285 1.0 0.3342094876124615 0.3342094830085761 0.3286157936515456 0.3286157891825343 0.3197280269967002 0.319728022735434 0.30809321807797346 0.30809321407756524 0.2943151740502437
